16:46:54.365484 ARP, Request who-has 192.168.139.2 tell 192.168.139.1, length 46
16:46:58.428201 IP 192.168.139.144.netbios-ns > 192.168.139.2.netbios-ns: NBT UDP PACKET(137): REFRESH(8); REQUEST; UNICAST
16:46:58.608923 ARP, Request who-has 192.168.139.2 tell 192.168.139.1, length 46
16:46:59.367769 ARP, Request who-has 192.168.139.2 tell 192.168.139.1, length 46
16:46:59.928849 IP 192.168.139.144.netbios-ns > 192.168.139.2.netbios-ns: NBT UDP PACKET(137): REFRESH(8); REQUEST; UNICAST
16:47:00.365669 ARP, Request who-has 192.168.139.2 tell 192.168.139.1, length 46
16:47:01.342994 ARP, Request who-has 192.168.139.144 (Broadcast) tell 192.168.139.142, length 46
16:47:01.343423 ARP, Reply 192.168.139.144 is-at 00:0c:29:9c:ce:04 (oui Unknown), length 46
16:47:01.426673 IP 192.168.139.144.netbios-ns > 192.168.139.2.netbios-ns: NBT UDP PACKET(137): REFRESH(8); REQUEST; UNICAST
16:47:01.545375 IP 192.168.139.142.48732 > 192.168.139.2.domain: 52543+ PTR? 144.139.168.192.in-addr.arpa. (46)
16:47:01.550107 IP 192.168.139.2.domain > 192.168.139.142.48732: 52543 NXDomain 0/1/0 (114)
16:47:01.552079 IP 192.168.139.142.45297 > 192.168.139.144.microsoft-ds: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.869288 IP 192.168.139.142.45298 > 192.168.139.144.1322: Flags [S], seq 1225451536, win 1024, options [mss 1460], length 0
16:47:02.869469 IP 192.168.139.142.45298 > 192.168.139.144.bacula-dir: Flags [S], seq 1225451536, win 1024, options [mss 1460], length 0
16:47:02.869603 IP 192.168.139.142.45298 > 192.168.139.144.4848: Flags [S], seq 1225451536, win 1024, options [mss 1460], length 0
16:47:02.869741 IP 192.168.139.142.45298 > 192.168.139.144.9090: Flags [S], seq 1225451536, win 1024, options [mss 1460], length 0
16:47:02.869878 IP 192.168.139.142.45298 > 192.168.139.144.1081: Flags [S], seq 1225451536, win 1024, options [mss 1460], length 0
16:47:02.870019 IP 192.168.139.142.45298 > 192.168.139.144.2366: Flags [S], seq 1225451536, win 1024, options [mss 1460], length 0
16:47:02.870155 IP 192.168.139.142.45298 > 192.168.139.144.425: Flags [S], seq 1225451536, win 1024, options [mss 1460], length 0
16:47:02.870336 IP 192.168.139.142.45298 > 192.168.139.144.19801: Flags [S], seq 1225451536, win 1024, options [mss 1460], length 0
16:47:02.870468 IP 192.168.139.142.45298 > 192.168.139.144.1091: Flags [S], seq 1225451536, win 1024, options [mss 1460], length 0
16:47:02.870614 IP 192.168.139.142.45298 > 192.168.139.144.1801: Flags [S], seq 1225451536, win 1024, options [mss 1460], length 0
16:47:02.870751 IP 192.168.139.142.45298 > 192.168.139.144.8093: Flags [S], seq 1225451536, win 1024, options [mss 1460], length 0
16:47:02.870881 IP 192.168.139.142.45298 > 192.168.139.144.ospfd: Flags [S], seq 1225451536, win 1024, options [mss 1460], length 0
16:47:02.871021 IP 192.168.139.142.45298 > 192.168.139.144.1687: Flags [S], seq 1225451536, win 1024, options [mss 1460], length 0
16:47:02.871155 IP 192.168.139.142.45298 > 192.168.139.144.5989: Flags [S], seq 1225451536, win 1024, options [mss 1460], length 0
16:47:02.871234 IP 192.168.139.142.45298 > 192.168.139.144.1083: Flags [S], seq 1225451536, win 1024, options [mss 1460], length 0
16:47:02.871327 IP 192.168.139.142.45298 > 192.168.139.144.1198: Flags [S], seq 1225451536, win 1024, options [mss 1460], length 0
16:47:02.871404 IP 192.168.139.142.45298 > 192.168.139.144.3325: Flags [S], seq 1225451536, win 1024, options [mss 1460], length 0
16:47:02.871481 IP 192.168.139.142.45298 > 192.168.139.144.32776: Flags [S], seq 1225451536, win 1024, options [mss 1460], length 0
16:47:02.871562 IP 192.168.139.142.45298 > 192.168.139.144.5003: Flags [S], seq 1225451536, win 1024, options [mss 1460], length 0
16:47:02.871640 IP 192.168.139.142.45298 > 192.168.139.144.5510: Flags [S], seq 1225451536, win 1024, options [mss 1460], length 0
16:47:02.871718 IP 192.168.139.142.45298 > 192.168.139.144.648: Flags [S], seq 1225451536, win 1024, options [mss 1460], length 0
16:47:02.871794 IP 192.168.139.142.45298 > 192.168.139.144.1047: Flags [S], seq 1225451536, win 1024, options [mss 1460], length 0
16:47:02.871879 IP 192.168.139.142.45298 > 192.168.139.144.2260: Flags [S], seq 1225451536, win 1024, options [mss 1460], length 0
16:47:02.871992 IP 192.168.139.142.45298 > 192.168.139.144.3030: Flags [S], seq 1225451536, win 1024, options [mss 1460], length 0
16:47:02.872072 IP 192.168.139.142.45298 > 192.168.139.144.55555: Flags [S], seq 1225451536, win 1024, options [mss 1460], length 0
16:47:02.872155 IP 192.168.139.142.45298 > 192.168.139.144.2967: Flags [S], seq 1225451536, win 1024, options [mss 1460], length 0
16:47:02.872233 IP 192.168.139.142.45298 > 192.168.139.144.27356: Flags [S], seq 1225451536, win 1024, options [mss 1460], length 0
16:47:02.872380 IP 192.168.139.144.23502 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.872469 IP 192.168.139.144.5102 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.872603 IP 192.168.139.144.1086 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.872682 IP 192.168.139.144.1119 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.872758 IP 192.168.139.144.2001 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.872834 IP 192.168.139.144.6025 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.872966 IP 192.168.139.144.458 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.873043 IP 192.168.139.144.27355 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.873120 IP 192.168.139.144.2968 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.873248 IP 192.168.139.144.30 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.873326 IP 192.168.139.144.1839 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.873405 IP 192.168.139.144.1201 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.873539 IP 192.168.139.144.1166 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.873616 IP 192.168.139.144.83 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.873696 IP 192.168.139.144.4343 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.873834 IP 192.168.139.144.6901 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.873922 IP 192.168.139.144.1583 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.873998 IP 192.168.139.144.1322 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.874130 IP 192.168.139.144.bacula-dir > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.874207 IP 192.168.139.144.4848 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.874285 IP 192.168.139.144.9090 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.874425 IP 192.168.139.144.1081 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.874506 IP 192.168.139.144.2366 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.874641 IP 192.168.139.144.425 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.874725 IP 192.168.139.144.19801 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.874858 IP 192.168.139.144.1091 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.874936 IP 192.168.139.144.1801 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.875015 IP 192.168.139.144.8093 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.875149 IP 192.168.139.144.ospfd > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.875286 IP 192.168.139.144.1687 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.875416 IP 192.168.139.144.5989 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.875477 IP 192.168.139.144.1083 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.875546 IP 192.168.139.144.1198 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.875600 IP 192.168.139.144.3325 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.875654 IP 192.168.139.144.32776 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.875707 IP 192.168.139.144.5003 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.875762 IP 192.168.139.144.5510 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.875816 IP 192.168.139.144.648 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.875883 IP 192.168.139.144.1047 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.875962 IP 192.168.139.144.2260 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.876035 IP 192.168.139.144.3030 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.876090 IP 192.168.139.144.55555 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.876143 IP 192.168.139.144.2967 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.876196 IP 192.168.139.144.27356 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.876308 IP 192.168.139.142.45298 > 192.168.139.144.3766: Flags [S], seq 1225451536, win 1024, options [mss 1460], length 0
16:47:02.876379 IP 192.168.139.142.45298 > 192.168.139.144.1199: Flags [S], seq 1225451536, win 1024, options [mss 1460], length 0
16:47:02.876508 IP 192.168.139.142.45298 > 192.168.139.144.1234: Flags [S], seq 1225451536, win 1024, options [mss 1460], length 0
16:47:02.876692 IP 192.168.139.142.45298 > 192.168.139.144.afs3-kaserver: Flags [S], seq 1225451536, win 1024, options [mss 1460], length 0
16:47:02.876873 IP 192.168.139.142.45298 > 192.168.139.144.rmtcfg: Flags [S], seq 1225451536, win 1024, options [mss 1460], length 0
16:47:02.877004 IP 192.168.139.142.45298 > 192.168.139.144.646: Flags [S], seq 1225451536, win 1024, options [mss 1460], length 0
16:47:02.877144 IP 192.168.139.142.45298 > 192.168.139.144.1046: Flags [S], seq 1225451536, win 1024, options [mss 1460], length 0
16:47:02.877275 IP 192.168.139.142.45298 > 192.168.139.144.kerberos: Flags [S], seq 1225451536, win 1024, options [mss 1460], length 0
16:47:02.877450 IP 192.168.139.142.45298 > 192.168.139.144.1071: Flags [S], seq 1225451536, win 1024, options [mss 1460], length 0
16:47:02.877580 IP 192.168.139.142.45298 > 192.168.139.144.2013: Flags [S], seq 1225451536, win 1024, options [mss 1460], length 0
16:47:02.877671 IP 192.168.139.142.45298 > 192.168.139.144.6502: Flags [S], seq 1225451536, win 1024, options [mss 1460], length 0
16:47:02.877844 IP 192.168.139.142.45298 > 192.168.139.144.31337: Flags [S], seq 1225451536, win 1024, options [mss 1460], length 0
16:47:02.878079 IP 192.168.139.142.45298 > 192.168.139.144.306: Flags [S], seq 1225451536, win 1024, options [mss 1460], length 0
16:47:02.878227 IP 192.168.139.142.45298 > 192.168.139.144.5678: Flags [S], seq 1225451536, win 1024, options [mss 1460], length 0
16:47:02.878362 IP 192.168.139.142.45298 > 192.168.139.144.3517: Flags [S], seq 1225451536, win 1024, options [mss 1460], length 0
16:47:02.878495 IP 192.168.139.142.45298 > 192.168.139.144.89: Flags [S], seq 1225451536, win 1024, options [mss 1460], length 0
16:47:02.878643 IP 192.168.139.142.45298 > 192.168.139.144.254: Flags [S], seq 1225451536, win 1024, options [mss 1460], length 0
16:47:02.878830 IP 192.168.139.142.45298 > 192.168.139.144.9100: Flags [S], seq 1225451536, win 1024, options [mss 1460], length 0
16:47:02.878967 IP 192.168.139.142.45298 > 192.168.139.144.417: Flags [S], seq 1225451536, win 1024, options [mss 1460], length 0
16:47:02.879149 IP 192.168.139.142.45298 > 192.168.139.144.49167: Flags [S], seq 1225451536, win 1024, options [mss 1460], length 0
16:47:02.879328 IP 192.168.139.142.45298 > 192.168.139.144.82: Flags [S], seq 1225451536, win 1024, options [mss 1460], length 0
16:47:02.879463 IP 192.168.139.142.45298 > 192.168.139.144.2107: Flags [S], seq 1225451536, win 1024, options [mss 1460], length 0
16:47:02.879648 IP 192.168.139.142.45298 > 192.168.139.144.1521: Flags [S], seq 1225451536, win 1024, options [mss 1460], length 0
16:47:02.879787 IP 192.168.139.142.45298 > 192.168.139.144.49152: Flags [S], seq 1225451536, win 1024, options [mss 1460], length 0
16:47:02.879921 IP 192.168.139.142.45298 > 192.168.139.144.10004: Flags [S], seq 1225451536, win 1024, options [mss 1460], length 0
16:47:02.880057 IP 192.168.139.142.45298 > 192.168.139.144.49155: Flags [S], seq 1225451536, win 1024, options [mss 1460], length 0
16:47:02.880192 IP 192.168.139.142.45298 > 192.168.139.144.1163: Flags [S], seq 1225451536, win 1024, options [mss 1460], length 0
16:47:02.880273 IP 192.168.139.142.45298 > 192.168.139.144.21571: Flags [S], seq 1225451536, win 1024, options [mss 1460], length 0
16:47:02.880350 IP 192.168.139.142.45298 > 192.168.139.144.2920: Flags [S], seq 1225451536, win 1024, options [mss 1460], length 0
16:47:02.880426 IP 192.168.139.142.45298 > 192.168.139.144.58080: Flags [S], seq 1225451536, win 1024, options [mss 1460], length 0
16:47:02.880510 IP 192.168.139.142.45298 > 192.168.139.144.ripd: Flags [S], seq 1225451536, win 1024, options [mss 1460], length 0
16:47:02.880588 IP 192.168.139.142.45298 > 192.168.139.144.16080: Flags [S], seq 1225451536, win 1024, options [mss 1460], length 0
16:47:02.880674 IP 192.168.139.142.45298 > 192.168.139.144.amandaidx: Flags [S], seq 1225451536, win 1024, options [mss 1460], length 0
16:47:02.880756 IP 192.168.139.142.45298 > 192.168.139.144.3323: Flags [S], seq 1225451536, win 1024, options [mss 1460], length 0
16:47:02.880837 IP 192.168.139.142.45298 > 192.168.139.144.7103: Flags [S], seq 1225451536, win 1024, options [mss 1460], length 0
16:47:02.880919 IP 192.168.139.142.45298 > 192.168.139.144.cvspserver: Flags [S], seq 1225451536, win 1024, options [mss 1460], length 0
16:47:02.881002 IP 192.168.139.142.45298 > 192.168.139.144.1079: Flags [S], seq 1225451536, win 1024, options [mss 1460], length 0
16:47:02.881081 IP 192.168.139.142.45298 > 192.168.139.144.2045: Flags [S], seq 1225451536, win 1024, options [mss 1460], length 0
16:47:02.881158 IP 192.168.139.142.45298 > 192.168.139.144.5200: Flags [S], seq 1225451536, win 1024, options [mss 1460], length 0
16:47:02.881233 IP 192.168.139.142.45298 > 192.168.139.144.1042: Flags [S], seq 1225451536, win 1024, options [mss 1460], length 0
16:47:02.881427 IP 192.168.139.144.3766 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.881520 IP 192.168.139.144.1199 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.881602 IP 192.168.139.144.1234 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.881679 IP 192.168.139.144.afs3-kaserver > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.881815 IP 192.168.139.144.rmtcfg > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.881896 IP 192.168.139.144.646 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.882069 IP 192.168.139.144.1046 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.882154 IP 192.168.139.144.kerberos > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.882235 IP 192.168.139.144.1071 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.882368 IP 192.168.139.144.2013 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.882452 IP 192.168.139.144.6502 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.882532 IP 192.168.139.144.31337 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.882663 IP 192.168.139.144.306 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.882740 IP 192.168.139.144.5678 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.882819 IP 192.168.139.144.3517 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.882952 IP 192.168.139.144.89 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.883039 IP 192.168.139.144.254 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.883118 IP 192.168.139.144.9100 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.883253 IP 192.168.139.144.417 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.883331 IP 192.168.139.144.49167 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.883410 IP 192.168.139.144.82 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.883540 IP 192.168.139.144.2107 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.883619 IP 192.168.139.144.1521 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.883700 IP 192.168.139.144.49152 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.883777 IP 192.168.139.144.10004 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.883909 IP 192.168.139.144.49155 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.883986 IP 192.168.139.144.1163 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.884064 IP 192.168.139.144.21571 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.884194 IP 192.168.139.144.2920 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.884272 IP 192.168.139.144.58080 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.884350 IP 192.168.139.144.ripd > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.884427 IP 192.168.139.144.16080 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.884494 IP 192.168.139.144.amandaidx > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.884548 IP 192.168.139.144.3323 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.884601 IP 192.168.139.144.7103 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.884654 IP 192.168.139.144.cvspserver > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.884707 IP 192.168.139.144.1079 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.884760 IP 192.168.139.144.2045 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.884813 IP 192.168.139.144.5200 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:02.885081 IP 192.168.139.144.1042 > 192.168.139.142.45298: Flags [R.], seq 0, ack 1225451537, win 0, length 0
16:47:03.061006 IP 192.168.139.142.49738 > 192.168.139.144.loc-srv: Flags [S], seq 1648177194, win 1, options [wscale 10,nop,mss 1460,TS val 4294967295 ecr 0,sackOK], length 0
16:47:03.061553 IP 192.168.139.144.loc-srv > 192.168.139.142.49738: Flags [S.], seq 597302047, ack 1648177195, win 64240, options [mss 1460,nop,wscale 0,nop,nop,TS val 0 ecr 0,nop,nop,sackOK], length 0
16:47:03.062076 IP 192.168.139.142.49738 > 192.168.139.144.loc-srv: Flags [R], seq 1648177195, win 0, length 0
16:47:03.161643 IP 192.168.139.142.49739 > 192.168.139.144.loc-srv: Flags [S], seq 1648177195, win 63, options [mss 1400,wscale 0,sackOK,TS val 4294967295 ecr 0,eol], length 0
16:47:03.162132 IP 192.168.139.144.loc-srv > 192.168.139.142.49739: Flags [S.], seq 597366158, ack 1648177196, win 64240, options [mss 1460,nop,wscale 0,nop,nop,TS val 0 ecr 0,nop,nop,sackOK], length 0
16:47:03.162591 IP 192.168.139.142.49739 > 192.168.139.144.loc-srv: Flags [R], seq 1648177196, win 0, length 0
16:47:03.265239 IP 192.168.139.142.49740 > 192.168.139.144.loc-srv: Flags [S], seq 1648177196, win 4, options [TS val 4294967295 ecr 0,nop,nop,wscale 5,nop,mss 640], length 0
16:47:03.265789 IP 192.168.139.144.loc-srv > 192.168.139.142.49740: Flags [S.], seq 597440743, ack 1648177197, win 64240, options [mss 1460,nop,wscale 0,nop,nop,TS val 0 ecr 0], length 0
