16:42:33.364744 ARP, Request who-has 192.168.139.2 tell 192.168.139.1, length 46
16:42:34.584768 ARP, Request who-has 192.168.139.2 tell 192.168.139.1, length 46
16:42:35.367527 ARP, Request who-has 192.168.139.2 tell 192.168.139.1, length 46
16:42:36.364221 ARP, Request who-has 192.168.139.2 tell 192.168.139.1, length 46
16:42:37.700042 ARP, Request who-has 192.168.139.144 (Broadcast) tell 192.168.139.142, length 46
16:42:37.700468 ARP, Reply 192.168.139.144 is-at 00:0c:29:9c:ce:04 (oui Unknown), length 46
16:42:37.901792 IP 192.168.139.142.56367 > 192.168.139.2.domain: 51859+ PTR? 144.139.168.192.in-addr.arpa. (46)
16:42:37.913834 IP 192.168.139.2.domain > 192.168.139.142.56367: 51859 NXDomain 0/1/0 (114)
16:42:37.915952 IP 192.168.139.142.56447 > 192.168.139.144.imap2: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.362517 IP 192.168.139.144.49154 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.362524 IP 192.168.139.144.9500 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.362566 IP 192.168.139.144.1147 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.362573 IP 192.168.139.144.5544 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.362596 IP 192.168.139.144.8254 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.362603 IP 192.168.139.144.5960 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.362642 IP 192.168.139.144.x11-6 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.362649 IP 192.168.139.144.1801 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.362672 IP 192.168.139.144.1054 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.362679 IP 192.168.139.144.8652 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.362718 IP 192.168.139.144.1187 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.362725 IP 192.168.139.144.1234 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.362748 IP 192.168.139.144.eklogin > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.362756 IP 192.168.139.144.4848 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.362799 IP 192.168.139.144.1100 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.362806 IP 192.168.139.144.6646 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.362828 IP 192.168.139.144.3527 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.362835 IP 192.168.139.144.9876 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.362874 IP 192.168.139.144.5003 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.362882 IP 192.168.139.144.458 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.362905 IP 192.168.139.144.bpjava-msvc > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.362912 IP 192.168.139.144.705 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.362934 IP 192.168.139.144.6666 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.362964 IP 192.168.139.144.6389 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.362971 IP 192.168.139.144.1999 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.362993 IP 192.168.139.144.1641 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.363000 IP 192.168.139.144.2045 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.363039 IP 192.168.139.144.1862 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.363047 IP 192.168.139.144.3920 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.363070 IP 192.168.139.144.726 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.363079 IP 192.168.139.144.6788 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.363102 IP 192.168.139.144.8651 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.363131 IP 192.168.139.144.5963 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.363138 IP 192.168.139.144.7625 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.363210 IP 192.168.139.144.nameserver > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.363218 IP 192.168.139.144.gris > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.363305 IP 192.168.139.144.svrloc > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.363313 IP 192.168.139.144.5214 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.363398 IP 192.168.139.144.7777 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.363407 IP 192.168.139.144.bacula-dir > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.363494 IP 192.168.139.144.ftps > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.363504 IP 192.168.139.144.9968 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.363608 IP 192.168.139.144.9415 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.363625 IP 192.168.139.144.32776 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.363720 IP 192.168.139.144.ospfapi > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.363737 IP 192.168.139.144.gopher > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.363814 IP 192.168.139.144.497 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.363821 IP 192.168.139.144.1126 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.365168 ARP, Request who-has 192.168.139.2 tell 192.168.139.1, length 46
16:42:53.365278 IP 192.168.139.142.56447 > 192.168.139.144.1174: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.365285 IP 192.168.139.142.56447 > 192.168.139.144.1091: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.365332 IP 192.168.139.142.56447 > 192.168.139.144.1247: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.365336 IP 192.168.139.142.56447 > 192.168.139.144.8031: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.365382 IP 192.168.139.142.56447 > 192.168.139.144.3546: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.365386 IP 192.168.139.142.56447 > 192.168.139.144.7920: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.365425 IP 192.168.139.142.56447 > 192.168.139.144.8291: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.365428 IP 192.168.139.142.56447 > 192.168.139.144.646: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.365452 IP 192.168.139.144.1174 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.365482 IP 192.168.139.142.56447 > 192.168.139.144.801: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.365486 IP 192.168.139.142.56447 > 192.168.139.144.10009: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.365510 IP 192.168.139.144.1091 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.365562 IP 192.168.139.142.56447 > 192.168.139.144.5678: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.365567 IP 192.168.139.142.56447 > 192.168.139.144.3659: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.365589 IP 192.168.139.144.1247 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.365614 IP 192.168.139.144.8031 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.365625 IP 192.168.139.142.56447 > 192.168.139.144.3827: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.365628 IP 192.168.139.142.56447 > 192.168.139.144.54328: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.365648 IP 192.168.139.144.3546 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.365680 IP 192.168.139.142.56447 > 192.168.139.144.19801: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.365684 IP 192.168.139.142.56447 > 192.168.139.144.bgpd: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.365704 IP 192.168.139.144.7920 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.365764 IP 192.168.139.142.56447 > 192.168.139.144.8084: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.365770 IP 192.168.139.142.56447 > 192.168.139.144.211: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.365789 IP 192.168.139.144.8291 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.365822 IP 192.168.139.142.56447 > 192.168.139.144.4567: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.365826 IP 192.168.139.142.56447 > 192.168.139.144.1287: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.365863 IP 192.168.139.144.646 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.365874 IP 192.168.139.142.56447 > 192.168.139.144.3367: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.365877 IP 192.168.139.142.56447 > 192.168.139.144.16012: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.365897 IP 192.168.139.144.801 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.365928 IP 192.168.139.142.56447 > 192.168.139.144.7106: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.365932 IP 192.168.139.142.56447 > 192.168.139.144.discard: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.365952 IP 192.168.139.144.10009 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.366013 IP 192.168.139.142.56447 > 192.168.139.144.9000: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.366019 IP 192.168.139.142.56447 > 192.168.139.144.1058: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.366047 IP 192.168.139.142.56447 > 192.168.139.144.5802: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.366053 IP 192.168.139.142.56447 > 192.168.139.144.9618: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.366076 IP 192.168.139.144.5678 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.366080 IP 192.168.139.144.3659 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.366120 IP 192.168.139.142.56447 > 192.168.139.144.bpcd: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.366124 IP 192.168.139.142.56447 > 192.168.139.144.1875: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.366150 IP 192.168.139.144.3827 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.366154 IP 192.168.139.144.54328 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.366191 IP 192.168.139.142.56447 > 192.168.139.144.64623: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.366195 IP 192.168.139.142.56447 > 192.168.139.144.9877: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.366219 IP 192.168.139.144.19801 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.366258 IP 192.168.139.142.56447 > 192.168.139.144.3851: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.366262 IP 192.168.139.142.56447 > 192.168.139.144.3128: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.366298 IP 192.168.139.142.56447 > 192.168.139.144.2800: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.366302 IP 192.168.139.142.56447 > 192.168.139.144.2301: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.366327 IP 192.168.139.144.bgpd > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.366331 IP 192.168.139.144.8084 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.366368 IP 192.168.139.142.56447 > 192.168.139.144.6565: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.366372 IP 192.168.139.142.56447 > 192.168.139.144.26: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.366397 IP 192.168.139.144.211 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.366440 IP 192.168.139.142.56447 > 192.168.139.144.7402: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.366446 IP 192.168.139.142.56447 > 192.168.139.144.11111: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.366481 IP 192.168.139.142.56447 > 192.168.139.144.8008: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.366484 IP 192.168.139.142.56447 > 192.168.139.144.999: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.366508 IP 192.168.139.144.4567 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.366548 IP 192.168.139.142.56447 > 192.168.139.144.2910: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.366552 IP 192.168.139.142.56447 > 192.168.139.144.1141: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.366590 IP 192.168.139.144.1287 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.366594 IP 192.168.139.144.3367 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.366618 IP 192.168.139.142.56447 > 192.168.139.144.3333: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.366622 IP 192.168.139.142.56447 > 192.168.139.144.klogin: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.366703 IP 192.168.139.142.56447 > 192.168.139.144.5850: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.366708 IP 192.168.139.142.56447 > 192.168.139.144.9593: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.366724 IP 192.168.139.142.56447 > 192.168.139.144.1461: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.366735 IP 192.168.139.144.16012 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.366738 IP 192.168.139.144.7106 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.366807 IP 192.168.139.142.56447 > 192.168.139.144.5405: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.366815 IP 192.168.139.144.discard > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.366859 IP 192.168.139.144.9000 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.366904 IP 192.168.139.144.1058 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.366948 IP 192.168.139.144.5802 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.366992 IP 192.168.139.144.9618 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.367036 IP 192.168.139.144.bpcd > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.367081 IP 192.168.139.144.1875 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.367126 IP 192.168.139.144.64623 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.367170 IP 192.168.139.144.9877 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.367214 IP 192.168.139.144.3851 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.367259 IP 192.168.139.144.3128 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.367303 IP 192.168.139.144.2800 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.367363 IP 192.168.139.144.2301 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.367418 IP 192.168.139.144.6565 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.367489 IP 192.168.139.144.26 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.367499 IP 192.168.139.144.7402 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.367550 IP 192.168.139.144.11111 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.367557 IP 192.168.139.144.8008 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.367596 IP 192.168.139.144.999 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.367604 IP 192.168.139.144.2910 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.367673 IP 192.168.139.144.1141 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.367680 IP 192.168.139.144.3333 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.367720 IP 192.168.139.144.klogin > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.367728 IP 192.168.139.144.5850 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.367796 IP 192.168.139.144.9593 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.367803 IP 192.168.139.144.1461 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.367893 IP 192.168.139.144.5405 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.369130 IP 192.168.139.142.56447 > 192.168.139.144.24: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.369167 IP 192.168.139.142.56447 > 192.168.139.144.20221: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.369172 IP 192.168.139.142.56447 > 192.168.139.144.5225: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.369201 IP 192.168.139.142.56447 > 192.168.139.144.1079: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.369206 IP 192.168.139.142.56447 > 192.168.139.144.1199: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.369220 IP 192.168.139.142.56447 > 192.168.139.144.5431: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.369255 IP 192.168.139.142.56447 > 192.168.139.144.15004: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.369259 IP 192.168.139.142.56447 > 192.168.139.144.51493: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.369297 IP 192.168.139.144.24 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.369308 IP 192.168.139.142.56447 > 192.168.139.144.2382: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.369312 IP 192.168.139.142.56447 > 192.168.139.144.1417: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
