17:11:35.898180 ARP, Request who-has 192.168.5.130 (Broadcast) tell 192.168.5.129, length 46
17:11:35.898660 ARP, Reply 192.168.5.130 is-at 00:0c:29:36:59:9f (oui Unknown), length 46
17:11:36.100578 IP 192.168.5.129.43804 > 192.168.5.2.domain: 56286+ PTR? 130.5.168.192.in-addr.arpa. (44)
17:11:36.103965 IP 192.168.5.2.domain > 192.168.5.129.43804: 56286 NXDomain 0/0/0 (44)
17:11:36.105885 IP 192.168.5.129.58717 > 192.168.5.130.1723: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.951860 IP 192.168.5.129.58717 > 192.168.5.130.19101: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.951916 IP 192.168.5.129.58717 > 192.168.5.130.1038: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.951924 IP 192.168.5.129.58717 > 192.168.5.130.3268: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.951966 IP 192.168.5.129.58717 > 192.168.5.130.4444: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.951975 IP 192.168.5.129.58717 > 192.168.5.130.5405: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.952030 IP 192.168.5.129.58717 > 192.168.5.130.880: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.952039 IP 192.168.5.129.58717 > 192.168.5.130.2007: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.952082 IP 192.168.5.129.58717 > 192.168.5.130.font-service: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.952091 IP 192.168.5.129.58717 > 192.168.5.130.4662: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.952145 IP 192.168.5.129.58717 > 192.168.5.130.4321: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.952154 IP 192.168.5.129.58717 > 192.168.5.130.1089: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.952206 IP 192.168.5.129.58717 > 192.168.5.130.kerberos-adm: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.952217 IP 192.168.5.129.58717 > 192.168.5.130.4006: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.952351 IP 192.168.5.129.58717 > 192.168.5.130.1688: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.952358 IP 192.168.5.129.58717 > 192.168.5.130.2260: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.952416 IP 192.168.5.129.58717 > 192.168.5.130.8200: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.952426 IP 192.168.5.129.58717 > 192.168.5.130.8654: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.952467 IP 192.168.5.129.58717 > 192.168.5.130.28201: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.952476 IP 192.168.5.129.58717 > 192.168.5.130.gopher: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.952529 IP 192.168.5.129.58717 > 192.168.5.130.gsigatekeeper: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.952537 IP 192.168.5.129.58717 > 192.168.5.130.3323: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.952558 IP 192.168.5.129.58717 > 192.168.5.130.6839: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.952561 IP 192.168.5.129.58717 > 192.168.5.130.cfinger: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.952577 IP 192.168.5.129.58717 > 192.168.5.130.49158: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.952580 IP 192.168.5.129.58717 > 192.168.5.130.rsync: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.952596 IP 192.168.5.129.58717 > 192.168.5.130.postgresql: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.952599 IP 192.168.5.129.58717 > 192.168.5.130.6666: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.952614 IP 192.168.5.129.58717 > 192.168.5.130.x11: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.952617 IP 192.168.5.129.58717 > 192.168.5.130.1071: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.952636 IP 192.168.5.129.58717 > 192.168.5.130.ms-sql-m: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.952639 IP 192.168.5.129.58717 > 192.168.5.130.1311: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.952655 IP 192.168.5.129.58717 > 192.168.5.130.4567: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.952657 IP 192.168.5.129.58717 > 192.168.5.130.4005: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.952672 IP 192.168.5.129.58717 > 192.168.5.130.9535: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.952675 IP 192.168.5.129.58717 > 192.168.5.130.cisco-sccp: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.952691 IP 192.168.5.129.58717 > 192.168.5.130.9071: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.952711 IP 192.168.5.130.xmpp-client > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.952730 IP 192.168.5.130.2190 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.952732 IP 192.168.5.130.8194 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.952753 IP 192.168.5.130.ms-sql-s > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.952760 IP 192.168.5.130.19350 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.952786 IP 192.168.5.130.49153 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.952790 IP 192.168.5.130.3920 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.952812 IP 192.168.5.130.5850 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.952816 IP 192.168.5.130.2196 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.952836 IP 192.168.5.130.20222 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.952841 IP 192.168.5.130.4000 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.952863 IP 192.168.5.130.9011 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.952867 IP 192.168.5.130.1183 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.952891 IP 192.168.5.130.2200 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.952895 IP 192.168.5.130.amandaidx > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.952917 IP 192.168.5.130.19101 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.952923 IP 192.168.5.130.1038 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.952945 IP 192.168.5.130.3268 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.952949 IP 192.168.5.130.4444 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.952971 IP 192.168.5.130.5405 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.952976 IP 192.168.5.130.880 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.952998 IP 192.168.5.130.2007 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.953002 IP 192.168.5.130.font-service > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.953023 IP 192.168.5.130.4662 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.953107 IP 192.168.5.130.4321 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.953138 IP 192.168.5.130.1089 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.953145 IP 192.168.5.130.kerberos-adm > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.953170 IP 192.168.5.130.4006 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.953175 IP 192.168.5.130.1688 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.953197 IP 192.168.5.130.2260 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.953203 IP 192.168.5.130.8200 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.953228 IP 192.168.5.130.8654 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.953232 IP 192.168.5.130.28201 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.953254 IP 192.168.5.130.gopher > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.953261 IP 192.168.5.130.gsigatekeeper > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.953287 IP 192.168.5.130.3323 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.953293 IP 192.168.5.130.6839 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.953318 IP 192.168.5.130.cfinger > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.953322 IP 192.168.5.130.49158 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.953343 IP 192.168.5.130.rsync > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.953353 IP 192.168.5.130.postgresql > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.953378 IP 192.168.5.130.6666 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.953383 IP 192.168.5.130.x11 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.953408 IP 192.168.5.130.1071 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.953413 IP 192.168.5.130.ms-sql-m > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.953436 IP 192.168.5.130.1311 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.953442 IP 192.168.5.130.4567 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.953466 IP 192.168.5.130.4005 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.953473 IP 192.168.5.130.9535 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.954895 IP 192.168.5.129.58717 > 192.168.5.130.7741: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.954982 IP 192.168.5.129.58717 > 192.168.5.130.32773: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.954995 IP 192.168.5.129.58717 > 192.168.5.130.7443: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.955039 IP 192.168.5.129.58717 > 192.168.5.130.3367: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.955051 IP 192.168.5.129.58717 > 192.168.5.130.56737: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.955086 IP 192.168.5.129.58717 > 192.168.5.130.2557: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.955095 IP 192.168.5.129.58717 > 192.168.5.130.17988: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.955125 IP 192.168.5.129.58717 > 192.168.5.130.8600: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.955134 IP 192.168.5.129.58717 > 192.168.5.130.2103: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.955170 IP 192.168.5.129.58717 > 192.168.5.130.ftp-data: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.955180 IP 192.168.5.129.58717 > 192.168.5.130.3005: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.955213 IP 192.168.5.129.58717 > 192.168.5.130.5911: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.955222 IP 192.168.5.129.58717 > 192.168.5.130.20031: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.955254 IP 192.168.5.129.58717 > 192.168.5.130.2525: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.955383 IP 192.168.5.129.58717 > 192.168.5.130.51493: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.955447 IP 192.168.5.129.58717 > 192.168.5.130.8649: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.955455 IP 192.168.5.129.58717 > 192.168.5.130.15742: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.955485 IP 192.168.5.129.58717 > 192.168.5.130.1024: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.955571 IP 192.168.5.129.58717 > 192.168.5.130.10009: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.955604 IP 192.168.5.129.58717 > 192.168.5.130.afpovertcp: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.955607 IP 192.168.5.129.58717 > 192.168.5.130.3546: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.955628 IP 192.168.5.129.58717 > 192.168.5.130.1061: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.955675 IP 192.168.5.129.58717 > 192.168.5.130.4004: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.955703 IP 192.168.5.129.58717 > 192.168.5.130.1086: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.955707 IP 192.168.5.129.58717 > 192.168.5.130.5859: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.955742 IP 192.168.5.129.58717 > 192.168.5.130.6510: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.955835 IP 192.168.5.129.58717 > 192.168.5.130.9091: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.955913 IP 192.168.5.129.58717 > 192.168.5.130.7676: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.955919 IP 192.168.5.129.58717 > 192.168.5.130.6689: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.955968 IP 192.168.5.129.58717 > 192.168.5.130.1501: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.955974 IP 192.168.5.129.58717 > 192.168.5.130.daap: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.956016 IP 192.168.5.129.58717 > 192.168.5.130.1600: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.956024 IP 192.168.5.129.58717 > 192.168.5.130.458: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.956077 IP 192.168.5.129.58717 > 192.168.5.130.6580: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.956086 IP 192.168.5.129.58717 > 192.168.5.130.1065: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.956140 IP 192.168.5.129.58717 > 192.168.5.130.41511: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.956149 IP 192.168.5.129.58717 > 192.168.5.130.4445: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.956192 IP 192.168.5.129.58717 > 192.168.5.130.32: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.956197 IP 192.168.5.129.58717 > 192.168.5.130.1079: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.956250 IP 192.168.5.129.58717 > 192.168.5.130.10012: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.956259 IP 192.168.5.129.58717 > 192.168.5.130.9110: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.956286 IP 192.168.5.129.58717 > 192.168.5.130.svn: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.956297 IP 192.168.5.129.58717 > 192.168.5.130.3828: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.956351 IP 192.168.5.129.58717 > 192.168.5.130.1090: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.956356 IP 192.168.5.129.58717 > 192.168.5.130.x11-3: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.956376 IP 192.168.5.129.58717 > 192.168.5.130.nfs: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.956380 IP 192.168.5.129.58717 > 192.168.5.130.407: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.956396 IP 192.168.5.129.58717 > 192.168.5.130.8100: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.956399 IP 192.168.5.129.58717 > 192.168.5.130.85: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.956415 IP 192.168.5.129.58717 > 192.168.5.130.wipld: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.956429 IP 192.168.5.130.cisco-sccp > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.956432 IP 192.168.5.130.9071 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.956449 IP 192.168.5.130.7741 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.956452 IP 192.168.5.130.32773 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.956474 IP 192.168.5.130.7443 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.956480 IP 192.168.5.130.3367 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.956504 IP 192.168.5.130.56737 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.956509 IP 192.168.5.130.2557 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.956530 IP 192.168.5.130.17988 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.956535 IP 192.168.5.130.8600 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.956558 IP 192.168.5.130.2103 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.956562 IP 192.168.5.130.ftp-data > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.956584 IP 192.168.5.130.3005 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.956589 IP 192.168.5.130.5911 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.956613 IP 192.168.5.130.20031 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.956617 IP 192.168.5.130.2525 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.956642 IP 192.168.5.130.51493 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.956646 IP 192.168.5.130.8649 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.956669 IP 192.168.5.130.15742 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.956672 IP 192.168.5.130.1024 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.956694 IP 192.168.5.130.10009 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.956698 IP 192.168.5.130.afpovertcp > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.956722 IP 192.168.5.130.3546 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.956727 IP 192.168.5.130.1061 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.956748 IP 192.168.5.130.4004 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.956753 IP 192.168.5.130.1086 > 192.168.5.129.58717: Flags [R.], seq 0, ack 3836655586, win 0, length 0
17:11:48.958833 IP 192.168.5.129.58717 > 192.168.5.130.65129: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.958907 IP 192.168.5.129.58717 > 192.168.5.130.12265: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.958917 IP 192.168.5.129.58717 > 192.168.5.130.705: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.958955 IP 192.168.5.129.58717 > 192.168.5.130.1084: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
17:11:48.958965 IP 192.168.5.129.58717 > 192.168.5.130.1213: Flags [S], seq 3836655585, win 1024, options [mss 1460], length 0
